tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1998-316,Bastad,Clay,32,A,19980706,30,102446,,,Andrei Medvedev,R,193.0,UKR,23.8,103103,7.0,,Dominik Hrbaty,R,183.0,SVK,20.5,6-3 7-6(2),3,SF,78.0,4.0,4.0,79.0,49.0,31.0,19.0,10.0,5.0,6.0,3.0,4.0,66.0,33.0,23.0,15.0,11.0,1.0,4.0,100.0,534.0,44.0,879.0
1998-316,Bastad,Clay,32,A,19980706,31,101320,1.0,,Magnus Gustafsson,R,185.0,SWE,31.5,102446,,,Andrei Medvedev,R,193.0,UKR,23.8,6-2 6-3,3,F,62.0,2.0,4.0,54.0,35.0,25.0,11.0,9.0,2.0,3.0,4.0,3.0,60.0,37.0,19.0,11.0,8.0,4.0,8.0,25.0,1316.0,100.0,534.0
1998-314,Gstaad,Clay,32,A,19980706,1,102701,1.0,,Marcelo Rios,L,175.0,CHI,22.5,101820,,,Marc Rosset,R,201.0,SUI,27.6,6-3 6-3,3,R32,69.0,1.0,5.0,58.0,31.0,23.0,14.0,9.0,3.0,5.0,5.0,9.0,58.0,24.0,15.0,14.0,9.0,5.0,10.0,2.0,3612.0,36.0,1032.0
1998-314,Gstaad,Clay,32,A,19980706,2,102463,,LL,Lucas Arnold Ker,R,180.0,ARG,23.7,103819,,WC,Roger Federer,R,185.0,SUI,16.9,6-4 6-4,3,R32,80.0,1.0,1.0,62.0,46.0,29.0,9.0,10.0,1.0,3.0,1.0,3.0,74.0,36.0,24.0,15.0,10.0,1.0,5.0,88.0,601.0,702.0,19.0
1998-314,Gstaad,Clay,32,A,19980706,3,102856,,,Gustavo Kuerten,R,190.0,BRA,21.8,101703,,,Guillaume Raoux,R,180.0,FRA,28.3,6-4 6-4,3,R32,73.0,10.0,2.0,73.0,32.0,27.0,22.0,10.0,6.0,6.0,5.0,3.0,59.0,30.0,23.0,14.0,10.0,6.0,8.0,27.0,1293.0,51.0,827.0
1998-314,Gstaad,Clay,32,A,19980706,4,101532,,,Francisco Clavet,L,183.0,ESP,29.6,102238,7.0,,Alberto Berasategui,R,173.0,ESP,25.0,6-4 6-4,3,R32,73.0,5.0,4.0,60.0,40.0,32.0,9.0,10.0,5.0,7.0,2.0,7.0,73.0,50.0,33.0,7.0,10.0,4.0,8.0,29.0,1219.0,16.0,1981.0
1998-314,Gstaad,Clay,32,A,19980706,5,101611,4.0,,Cedric Pioline,R,188.0,FRA,29.0,102839,,,Nicolas Lapentti,R,188.0,ECU,21.8,6-4 6-4,3,R32,90.0,9.0,3.0,62.0,40.0,29.0,11.0,10.0,5.0,7.0,7.0,3.0,71.0,41.0,28.0,11.0,10.0,6.0,10.0,20.0,1712.0,67.0,698.0
1998-314,Gstaad,Clay,32,A,19980706,6,101414,,,Boris Becker,R,190.0,GER,30.6,102567,,WC,George Bastl,R,183.0,SUI,23.2,6-4 6-7(7) 7-5,3,R32,171.0,12.0,13.0,116.0,62.0,53.0,24.0,17.0,10.0,12.0,1.0,5.0,120.0,90.0,62.0,12.0,17.0,8.0,12.0,119.0,406.0,253.0,158.0
1998-314,Gstaad,Clay,32,A,19980706,7,102148,,,Fabrice Santoro,R,178.0,FRA,25.5,102539,,,Bohdan Ulihrach,R,188.0,CZE,23.3,7-5 6-3,3,R32,87.0,5.0,1.0,77.0,43.0,32.0,20.0,11.0,6.0,7.0,4.0,4.0,74.0,35.0,26.0,18.0,10.0,7.0,10.0,24.0,1371.0,58.0,802.0
1998-314,Gstaad,Clay,32,A,19980706,8,102456,5.0,,Felix Mantilla,R,180.0,ESP,23.7,101945,,Q,Thierry Guardiola,R,188.0,FRA,26.9,6-2 6-2,3,R32,106.0,3.0,2.0,52.0,35.0,24.0,13.0,8.0,6.0,6.0,6.0,0.0,52.0,35.0,24.0,3.0,8.0,3.0,7.0,12.0,2192.0,425.0,77.0
1998-314,Gstaad,Clay,32,A,19980706,9,102610,6.0,,Albert Costa,R,180.0,ESP,23.0,101490,,Q,Daniel Orsanic,L,183.0,ARG,30.0,5-7 6-2 6-3,3,R32,99.0,7.0,1.0,84.0,60.0,44.0,14.0,15.0,4.0,6.0,8.0,3.0,87.0,55.0,35.0,16.0,14.0,1.0,5.0,14.0,2076.0,720.0,18.0
1998-314,Gstaad,Clay,32,A,19980706,10,102869,,,Galo Blanco,R,173.0,ESP,21.7,101507,,Q,Tomas Carbonell,R,178.0,ESP,29.9,6-4 6-3,3,R32,75.0,4.0,4.0,52.0,27.0,20.0,16.0,9.0,3.0,4.0,3.0,9.0,80.0,45.0,27.0,16.0,10.0,10.0,14.0,71.0,688.0,210.0,196.0
1998-314,Gstaad,Clay,32,A,19980706,11,101792,,,Slava Dosedel,R,183.0,CZE,27.8,102730,,WC,Ivo Heuberger,R,188.0,SUI,22.3,7-6(4) 6-3,3,R32,94.0,7.0,6.0,80.0,39.0,29.0,23.0,11.0,7.0,8.0,5.0,8.0,81.0,43.0,28.0,19.0,10.0,4.0,6.0,42.0,948.0,144.0,339.0
1998-314,Gstaad,Clay,32,A,19980706,12,102374,3.0,,Alex Corretja,R,180.0,ESP,24.2,102234,,Q,Oliver Gross,R,185.0,GER,25.0,6-4 4-6 6-1,3,R32,126.0,7.0,4.0,97.0,50.0,35.0,24.0,14.0,6.0,9.0,2.0,3.0,75.0,39.0,32.0,13.0,13.0,5.0,10.0,9.0,2530.0,103.0,484.0
1998-314,Gstaad,Clay,32,A,19980706,13,103017,8.0,,Nicolas Kiefer,R,183.0,GER,21.0,102167,,,Juan Albert Viloca Puig,R,185.0,ESP,25.4,0-6 7-5 7-6(8),3,R32,121.0,5.0,7.0,106.0,56.0,41.0,23.0,15.0,7.0,12.0,7.0,5.0,88.0,49.0,42.0,20.0,15.0,3.0,6.0,28.0,1273.0,96.0,555.0
1998-314,Gstaad,Clay,32,A,19980706,14,103031,,,Julian Alonso,R,185.0,ESP,20.9,102765,,,Nicolas Escude,R,185.0,FRA,22.2,6-2 7-5,3,R32,69.0,5.0,8.0,72.0,48.0,26.0,12.0,10.0,6.0,10.0,3.0,5.0,63.0,31.0,15.0,12.0,10.0,6.0,13.0,38.0,1008.0,33.0,1080.0
1998-314,Gstaad,Clay,32,A,19980706,15,102029,,,Filip Dewulf,R,190.0,BEL,26.3,102287,,,Albert Portas,R,188.0,ESP,24.6,3-6 7-6(3) 6-2,3,R32,105.0,2.0,9.0,107.0,54.0,42.0,22.0,14.0,8.0,10.0,12.0,9.0,82.0,42.0,34.0,20.0,15.0,3.0,6.0,53.0,824.0,79.0,637.0
1998-314,Gstaad,Clay,32,A,19980706,16,101897,,,Fernando Meligeni,L,180.0,BRA,27.2,102338,2.0,,Yevgeny Kafelnikov,R,190.0,RUS,24.3,6-3 4-6 6-3,3,R32,98.0,6.0,4.0,80.0,36.0,28.0,29.0,14.0,0.0,1.0,3.0,4.0,90.0,53.0,34.0,22.0,14.0,3.0,6.0,50.0,834.0,7.0,2619.0
1998-314,Gstaad,Clay,32,A,19980706,17,102701,1.0,,Marcelo Rios,L,175.0,CHI,22.5,102463,,LL,Lucas Arnold Ker,R,180.0,ARG,23.7,6-4 6-1,3,R16,58.0,5.0,3.0,46.0,25.0,21.0,11.0,8.0,2.0,3.0,3.0,1.0,58.0,38.0,19.0,7.0,9.0,3.0,8.0,2.0,3612.0,88.0,601.0
1998-314,Gstaad,Clay,32,A,19980706,18,101532,,,Francisco Clavet,L,183.0,ESP,29.6,102856,,,Gustavo Kuerten,R,190.0,BRA,21.8,2-6 6-4 6-4,3,R16,96.0,2.0,7.0,73.0,36.0,26.0,19.0,14.0,1.0,5.0,7.0,2.0,87.0,47.0,31.0,20.0,14.0,6.0,10.0,29.0,1219.0,27.0,1293.0
1998-314,Gstaad,Clay,32,A,19980706,19,101414,,,Boris Becker,R,190.0,GER,30.6,101611,4.0,,Cedric Pioline,R,188.0,FRA,29.0,7-6(2) 7-5,3,R16,115.0,12.0,5.0,84.0,48.0,36.0,17.0,12.0,5.0,7.0,8.0,3.0,83.0,39.0,27.0,21.0,12.0,3.0,6.0,119.0,406.0,20.0,1712.0
1998-314,Gstaad,Clay,32,A,19980706,20,102456,5.0,,Felix Mantilla,R,180.0,ESP,23.7,102148,,,Fabrice Santoro,R,178.0,FRA,25.5,6-4 0-6 6-2,3,R16,114.0,0.0,5.0,78.0,52.0,35.0,12.0,12.0,5.0,8.0,3.0,3.0,105.0,49.0,32.0,28.0,12.0,9.0,12.0,12.0,2192.0,24.0,1371.0
1998-314,Gstaad,Clay,32,A,19980706,21,102610,6.0,,Albert Costa,R,180.0,ESP,23.0,102869,,,Galo Blanco,R,173.0,ESP,21.7,7-6(3) 6-3,3,R16,83.0,3.0,1.0,60.0,35.0,28.0,17.0,11.0,0.0,1.0,7.0,3.0,82.0,41.0,27.0,20.0,10.0,7.0,9.0,14.0,2076.0,71.0,688.0
1998-314,Gstaad,Clay,32,A,19980706,22,102374,3.0,,Alex Corretja,R,180.0,ESP,24.2,101792,,,Slava Dosedel,R,183.0,CZE,27.8,6-0 7-5,3,R16,76.0,1.0,4.0,59.0,28.0,17.0,19.0,9.0,4.0,6.0,3.0,3.0,58.0,25.0,17.0,9.0,9.0,4.0,10.0,9.0,2530.0,42.0,948.0
1998-314,Gstaad,Clay,32,A,19980706,23,103017,8.0,,Nicolas Kiefer,R,183.0,GER,21.0,103031,,,Julian Alonso,R,185.0,ESP,20.9,6-3 3-6 6-1,3,R16,86.0,10.0,6.0,80.0,33.0,25.0,29.0,13.0,5.0,6.0,1.0,6.0,63.0,34.0,27.0,11.0,12.0,0.0,3.0,28.0,1273.0,38.0,1008.0
1998-314,Gstaad,Clay,32,A,19980706,24,102029,,,Filip Dewulf,R,190.0,BEL,26.3,101897,,,Fernando Meligeni,L,180.0,BRA,27.2,3-6 7-5 6-3,3,R16,106.0,7.0,5.0,93.0,51.0,40.0,18.0,15.0,5.0,8.0,5.0,7.0,110.0,59.0,46.0,17.0,15.0,4.0,8.0,53.0,824.0,50.0,834.0
1998-314,Gstaad,Clay,32,A,19980706,25,102701,1.0,,Marcelo Rios,L,175.0,CHI,22.5,101532,,,Francisco Clavet,L,183.0,ESP,29.6,6-3 7-5,3,QF,79.0,3.0,1.0,58.0,28.0,24.0,20.0,11.0,1.0,2.0,0.0,4.0,67.0,44.0,24.0,14.0,10.0,5.0,8.0,2.0,3612.0,29.0,1219.0
1998-314,Gstaad,Clay,32,A,19980706,26,101414,,,Boris Becker,R,190.0,GER,30.6,102456,5.0,,Felix Mantilla,R,180.0,ESP,23.7,6-4 6-4,3,QF,76.0,9.0,3.0,58.0,36.0,31.0,12.0,10.0,1.0,1.0,2.0,2.0,70.0,58.0,38.0,6.0,10.0,4.0,6.0,119.0,406.0,12.0,2192.0
1998-314,Gstaad,Clay,32,A,19980706,27,102374,3.0,,Alex Corretja,R,180.0,ESP,24.2,102610,6.0,,Albert Costa,R,180.0,ESP,23.0,5-7 6-2 6-2,3,QF,132.0,5.0,4.0,83.0,47.0,36.0,19.0,14.0,4.0,6.0,0.0,4.0,99.0,75.0,43.0,10.0,14.0,15.0,20.0,9.0,2530.0,14.0,2076.0
1998-314,Gstaad,Clay,32,A,19980706,28,102029,,,Filip Dewulf,R,190.0,BEL,26.3,103017,8.0,,Nicolas Kiefer,R,183.0,GER,21.0,1-6 6-3 6-4,3,QF,101.0,8.0,3.0,77.0,47.0,38.0,14.0,13.0,4.0,6.0,9.0,6.0,91.0,34.0,28.0,30.0,13.0,5.0,7.0,53.0,824.0,28.0,1273.0
1998-314,Gstaad,Clay,32,A,19980706,29,101414,,,Boris Becker,R,190.0,GER,30.6,102701,1.0,,Marcelo Rios,L,175.0,CHI,22.5,6-4 7-6(4),3,SF,93.0,8.0,7.0,84.0,47.0,40.0,19.0,11.0,8.0,8.0,5.0,1.0,70.0,39.0,30.0,18.0,11.0,3.0,4.0,119.0,406.0,2.0,3612.0
1998-314,Gstaad,Clay,32,A,19980706,30,102374,3.0,,Alex Corretja,R,180.0,ESP,24.2,102029,,,Filip Dewulf,R,190.0,BEL,26.3,6-3 6-7(3) 6-3,3,SF,121.0,9.0,2.0,104.0,69.0,48.0,24.0,16.0,5.0,5.0,3.0,4.0,80.0,45.0,38.0,19.0,14.0,0.0,2.0,9.0,2530.0,53.0,824.0
1998-314,Gstaad,Clay,32,A,19980706,31,102374,3.0,,Alex Corretja,R,180.0,ESP,24.2,101414,,,Boris Becker,R,190.0,GER,30.6,7-6(5) 7-5 6-3,5,F,145.0,9.0,3.0,97.0,54.0,45.0,27.0,16.0,5.0,5.0,5.0,4.0,106.0,65.0,48.0,21.0,17.0,1.0,4.0,9.0,2530.0,119.0,406.0
1998-315,Newport,Grass,32,A,19980706,1,101727,1.0,,Jason Stoltenberg,R,185.0,AUS,28.2,101924,,,Stefano Pescosolido,R,185.0,ITA,27.0,1-6 6-1 7-5,3,R32,91.0,8.0,4.0,76.0,38.0,28.0,22.0,13.0,9.0,12.0,1.0,3.0,69.0,43.0,30.0,11.0,13.0,2.0,6.0,35.0,1037.0,168.0,269.0
1998-315,Newport,Grass,32,A,19980706,2,103720,,,Lleyton Hewitt,R,180.0,AUS,17.3,102455,,Q,Lorenzo Manta,R,190.0,SUI,23.8,6-1 7-6(5),3,R32,67.0,1.0,1.0,55.0,28.0,17.0,14.0,9.0,4.0,8.0,3.0,3.0,59.0,27.0,9.0,15.0,10.0,2.0,9.0,162.0,283.0,326.0,112.0
1998-315,Newport,Grass,32,A,19980706,3,101609,,,David Wheaton,R,193.0,USA,29.0,102694,,,Lars Burgsmuller,R,183.0,GER,22.5,7-6(5) 6-2,3,R32,87.0,11.0,4.0,63.0,36.0,27.0,15.0,10.0,1.0,2.0,8.0,6.0,74.0,43.0,26.0,15.0,10.0,6.0,9.0,131.0,370.0,138.0,346.0
1998-315,Newport,Grass,32,A,19980706,4,102770,7.0,,John Van Lottum,R,185.0,NED,22.2,102103,,,Michael Sell,R,180.0,USA,25.8,6-1 6-2,3,R32,48.0,5.0,0.0,38.0,14.0,11.0,18.0,7.0,2.0,2.0,1.0,2.0,45.0,26.0,15.0,5.0,8.0,0.0,5.0,85.0,614.0,145.0,329.0
1998-315,Newport,Grass,32,A,19980706,5,101543,3.0,,Jeff Tarango,L,180.0,USA,29.6,103484,,WC,James Blake,R,185.0,USA,18.5,6-7(5) 6-4 7-5,3,R32,101.0,3.0,11.0,96.0,50.0,38.0,25.0,14.0,11.0,13.0,8.0,7.0,108.0,53.0,32.0,26.0,14.0,12.0,18.0,47.0,844.0,939.0,8.0
1998-315,Newport,Grass,32,A,19980706,6,102925,,,Justin Gimelstob,R,196.0,USA,21.4,101711,,,Alex Obrien,R,185.0,USA,28.3,4-6 6-4 7-5,3,R32,124.0,9.0,4.0,94.0,53.0,40.0,21.0,16.0,3.0,6.0,4.0,6.0,102.0,66.0,48.0,14.0,16.0,3.0,7.0,109.0,466.0,129.0,382.0
1998-315,Newport,Grass,32,A,19980706,7,102524,,,Neville Godwin,R,173.0,RSA,23.4,101776,,,Sandon Stolle,R,193.0,AUS,27.9,7-6(5) 7-5,3,R32,96.0,9.0,6.0,83.0,44.0,34.0,20.0,12.0,7.0,9.0,7.0,5.0,94.0,58.0,37.0,18.0,12.0,5.0,8.0,170.0,257.0,208.0,198.0
1998-315,Newport,Grass,32,A,19980706,8,102205,,,Sebastien Lareau,R,183.0,CAN,25.1,210013,5.0,,Martin Damm Sr,R,188.0,CZE,25.9,6-1 7-5,3,R32,66.0,6.0,2.0,59.0,23.0,19.0,23.0,10.0,3.0,4.0,5.0,5.0,54.0,27.0,19.0,8.0,9.0,1.0,5.0,112.0,445.0,,
1998-315,Newport,Grass,32,A,19980706,9,102401,6.0,,Scott Draper,L,178.0,AUS,24.0,102629,,,Oscar Burrieza,R,170.0,ESP,22.9,6-3 7-5,3,R32,68.0,9.0,4.0,62.0,40.0,34.0,11.0,11.0,4.0,5.0,1.0,10.0,66.0,33.0,24.0,15.0,10.0,6.0,9.0,68.0,695.0,149.0,324.0
1998-315,Newport,Grass,32,A,19980706,10,102233,,,Leander Paes,R,178.0,IND,25.0,101687,,,David Dilucia,R,173.0,USA,28.4,3-6 6-3 6-4,3,R32,97.0,5.0,2.0,83.0,54.0,42.0,17.0,14.0,3.0,4.0,4.0,9.0,79.0,48.0,39.0,13.0,14.0,2.0,4.0,120.0,404.0,278.0,143.0
1998-315,Newport,Grass,32,A,19980706,11,102783,,,Rainer Schuettler,R,180.0,GER,22.1,102235,,,Tommy Ho,L,183.0,USA,25.0,6-2 6-3,3,R32,57.0,1.0,2.0,44.0,27.0,21.0,12.0,9.0,1.0,2.0,3.0,1.0,55.0,36.0,19.0,9.0,8.0,4.0,8.0,115.0,441.0,359.0,98.0
1998-315,Newport,Grass,32,A,19980706,12,102227,4.0,,Sargis Sargsian,R,180.0,ARM,25.0,102110,,,Daniel Nestor,L,190.0,CAN,25.8,6-7(5) 6-1 6-4,3,R32,110.0,11.0,1.0,82.0,45.0,37.0,28.0,15.0,2.0,2.0,4.0,8.0,95.0,49.0,34.0,24.0,14.0,4.0,7.0,64.0,706.0,110.0,461.0
1998-315,Newport,Grass,32,A,19980706,13,101917,8.0,,Grant Stafford,R,188.0,RSA,27.1,102577,,Q,Steven Randjelovic,R,,AUS,23.2,6-2 6-0,3,R32,50.0,1.0,1.0,41.0,29.0,22.0,8.0,7.0,1.0,1.0,0.0,6.0,44.0,18.0,10.0,8.0,7.0,3.0,8.0,108.0,469.0,308.0,122.0
1998-315,Newport,Grass,32,A,19980706,14,101956,,Q,Mark Knowles,R,190.0,BAH,26.8,102903,,,Eyal Erlich,R,183.0,ISR,21.5,7-6(5) 3-0 RET,3,R32,70.0,0.0,7.0,54.0,28.0,22.0,11.0,8.0,6.0,8.0,2.0,10.0,58.0,26.0,18.0,12.0,8.0,4.0,8.0,744.0,17.0,196.0,214.0
1998-315,Newport,Grass,32,A,19980706,15,102133,,WC,Laurence Tieleman,R,180.0,ITA,25.6,102061,,Q,Kevin Ullyett,R,178.0,ZIM,26.1,6-3 7-5,3,R32,62.0,4.0,3.0,63.0,37.0,32.0,14.0,11.0,0.0,0.0,5.0,3.0,49.0,28.0,22.0,13.0,10.0,3.0,5.0,133.0,351.0,257.0,153.0
1998-315,Newport,Grass,32,A,19980706,16,101185,2.0,,Mark Woodforde,L,188.0,AUS,32.7,101362,,,Stephane Simian,L,193.0,FRA,31.0,6-3 6-2,3,R32,73.0,1.0,4.0,78.0,46.0,33.0,14.0,9.0,8.0,9.0,3.0,2.0,47.0,27.0,16.0,9.0,8.0,5.0,9.0,55.0,816.0,301.0,126.0
1998-315,Newport,Grass,32,A,19980706,17,101727,1.0,,Jason Stoltenberg,R,185.0,AUS,28.2,103720,,,Lleyton Hewitt,R,180.0,AUS,17.3,6-1 6-3,3,R16,65.0,5.0,1.0,60.0,36.0,25.0,10.0,8.0,4.0,6.0,0.0,4.0,54.0,35.0,17.0,5.0,8.0,5.0,11.0,35.0,1037.0,162.0,283.0
1998-315,Newport,Grass,32,A,19980706,18,102770,7.0,,John Van Lottum,R,185.0,NED,22.2,101609,,,David Wheaton,R,193.0,USA,29.0,7-5 1-6 6-3,3,R16,120.0,11.0,6.0,95.0,48.0,37.0,23.0,14.0,10.0,12.0,11.0,8.0,84.0,49.0,39.0,17.0,14.0,6.0,8.0,85.0,614.0,131.0,370.0
1998-315,Newport,Grass,32,A,19980706,19,102925,,,Justin Gimelstob,R,196.0,USA,21.4,101543,3.0,,Jeff Tarango,L,180.0,USA,29.6,3-6 6-1 7-6(4),3,R16,110.0,5.0,5.0,91.0,66.0,45.0,14.0,14.0,6.0,9.0,6.0,8.0,94.0,50.0,31.0,23.0,14.0,8.0,12.0,109.0,466.0,47.0,844.0
1998-315,Newport,Grass,32,A,19980706,20,102524,,,Neville Godwin,R,173.0,RSA,23.4,102205,,,Sebastien Lareau,R,183.0,CAN,25.1,6-4 5-7 6-4,3,R16,104.0,9.0,8.0,95.0,58.0,46.0,22.0,16.0,8.0,9.0,10.0,4.0,80.0,49.0,37.0,21.0,16.0,0.0,2.0,170.0,257.0,112.0,445.0
1998-315,Newport,Grass,32,A,19980706,21,102233,,,Leander Paes,R,178.0,IND,25.0,102401,6.0,,Scott Draper,L,178.0,AUS,24.0,7-5 6-4,3,R16,70.0,4.0,3.0,58.0,38.0,29.0,11.0,11.0,0.0,1.0,3.0,3.0,72.0,38.0,27.0,17.0,11.0,3.0,6.0,120.0,404.0,68.0,695.0
1998-315,Newport,Grass,32,A,19980706,22,102783,,,Rainer Schuettler,R,180.0,GER,22.1,102227,4.0,,Sargis Sargsian,R,180.0,ARM,25.0,6-2 6-7(0) 6-4,3,R16,121.0,3.0,8.0,97.0,62.0,51.0,12.0,15.0,3.0,5.0,4.0,6.0,99.0,54.0,38.0,21.0,15.0,8.0,13.0,115.0,441.0,64.0,706.0
1998-315,Newport,Grass,32,A,19980706,23,101956,,Q,Mark Knowles,R,190.0,BAH,26.8,101917,8.0,,Grant Stafford,R,188.0,RSA,27.1,7-5 4-6 6-4,3,R16,128.0,6.0,5.0,115.0,73.0,51.0,19.0,16.0,7.0,11.0,4.0,8.0,94.0,55.0,40.0,18.0,16.0,2.0,7.0,744.0,17.0,108.0,469.0
1998-315,Newport,Grass,32,A,19980706,24,102133,,WC,Laurence Tieleman,R,180.0,ITA,25.6,101185,2.0,,Mark Woodforde,L,188.0,AUS,32.7,4-6 6-3 6-2,3,R16,85.0,3.0,2.0,83.0,47.0,37.0,23.0,14.0,5.0,6.0,6.0,6.0,64.0,31.0,21.0,22.0,13.0,1.0,4.0,133.0,351.0,55.0,816.0
1998-315,Newport,Grass,32,A,19980706,25,101727,1.0,,Jason Stoltenberg,R,185.0,AUS,28.2,102770,7.0,,John Van Lottum,R,185.0,NED,22.2,6-1 6-2,3,QF,53.0,3.0,1.0,40.0,20.0,18.0,15.0,8.0,1.0,1.0,1.0,1.0,47.0,23.0,15.0,8.0,7.0,7.0,11.0,35.0,1037.0,85.0,614.0
1998-315,Newport,Grass,32,A,19980706,26,102524,,,Neville Godwin,R,173.0,RSA,23.4,102925,,,Justin Gimelstob,R,196.0,USA,21.4,6-7(2) 7-6(6) 6-3,3,QF,141.0,11.0,6.0,110.0,59.0,46.0,30.0,16.0,4.0,4.0,10.0,5.0,110.0,75.0,59.0,15.0,17.0,1.0,3.0,170.0,257.0,109.0,466.0
1998-315,Newport,Grass,32,A,19980706,27,102233,,,Leander Paes,R,178.0,IND,25.0,102783,,,Rainer Schuettler,R,180.0,GER,22.1,7-6(4) 6-2,3,QF,81.0,4.0,3.0,68.0,44.0,33.0,15.0,10.0,4.0,4.0,1.0,2.0,70.0,42.0,31.0,12.0,10.0,3.0,5.0,120.0,404.0,115.0,441.0
1998-315,Newport,Grass,32,A,19980706,28,102133,,WC,Laurence Tieleman,R,180.0,ITA,25.6,101956,,Q,Mark Knowles,R,190.0,BAH,26.8,6-4 7-5,3,QF,71.0,7.0,3.0,58.0,31.0,26.0,13.0,11.0,0.0,2.0,4.0,8.0,78.0,51.0,36.0,7.0,11.0,11.0,15.0,133.0,351.0,744.0,17.0
1998-315,Newport,Grass,32,A,19980706,29,102524,,,Neville Godwin,R,173.0,RSA,23.4,101727,1.0,,Jason Stoltenberg,R,185.0,AUS,28.2,3-6 6-1 7-6(5),3,SF,107.0,4.0,4.0,91.0,56.0,43.0,17.0,14.0,3.0,5.0,12.0,3.0,93.0,49.0,38.0,20.0,14.0,5.0,8.0,170.0,257.0,35.0,1037.0
1998-315,Newport,Grass,32,A,19980706,30,102233,,,Leander Paes,R,178.0,IND,25.0,102133,,WC,Laurence Tieleman,R,180.0,ITA,25.6,6-3 6-4,3,SF,75.0,5.0,0.0,61.0,39.0,30.0,15.0,10.0,4.0,4.0,6.0,7.0,65.0,30.0,26.0,12.0,9.0,2.0,4.0,120.0,404.0,133.0,351.0
1998-315,Newport,Grass,32,A,19980706,31,102233,,,Leander Paes,R,178.0,IND,25.0,102524,,,Neville Godwin,R,173.0,RSA,23.4,6-3 6-2,3,F,72.0,1.0,2.0,52.0,28.0,22.0,13.0,9.0,3.0,5.0,3.0,8.0,69.0,39.0,25.0,9.0,8.0,8.0,13.0,120.0,404.0,170.0,257.0
1998-D021,Davis Cup G1 PO: CHI vs COL,Carpet,4,D,19980717,1,102701,,,Marcelo Rios,L,175.0,CHI,22.5,102190,,,Philippe Moggio,L,,COL,25.3,6-3 6-0 6-2,5,RR,,,,,,,,,,,,,,,,,,,,2.0,3666.0,758.0,16.0
1998-D021,Davis Cup G1 PO: CHI vs COL,Carpet,4,D,19980717,2,103454,,,Nicolas Massu,R,183.0,CHI,18.7,101495,,,Miguel Tobon,R,185.0,COL,30.0,6-2 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,341.0,102.0,476.0,56.0
1998-D021,Davis Cup G1 PO: CHI vs COL,Carpet,4,D,19980717,4,102701,,,Marcelo Rios,L,175.0,CHI,22.5,101495,,,Miguel Tobon,R,185.0,COL,30.0,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,2.0,3666.0,476.0,56.0
1998-D021,Davis Cup G1 PO: CHI vs COL,Carpet,4,D,19980717,5,103454,,,Nicolas Massu,R,183.0,CHI,18.7,101167,,,Jaime Cortes,R,,COL,32.9,6-1 2-0 RET,5,RR,,,,,,,,,,,,,,,,,,,,341.0,102.0,807.0,13.0
1998-D023,Davis Cup G1 PO: KOR vs CHN,Hard,4,D,19980717,1,102263,,,Yong Il Yoon,R,175.0,KOR,24.8,102713,,,Jing Zhu Yang,R,,CHN,22.4,6-3 6-2 6-0,5,RR,,,,,,,,,,,,,,,,,,,,326.0,112.0,877.0,10.0
1998-D023,Davis Cup G1 PO: KOR vs CHN,Hard,4,D,19980717,2,102703,,,Hyung Taik Lee,R,180.0,KOR,22.5,102657,,,Yue Wei Wang,R,,CHN,22.8,6-1 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,388.0,85.0,636.0,25.0
1998-D023,Davis Cup G1 PO: KOR vs CHN,Hard,4,D,19980717,4,102657,,,Yue Wei Wang,R,,CHN,22.8,102263,,,Yong Il Yoon,R,175.0,KOR,24.8,2-6 6-3 7-6(1),3,RR,,,,,,,,,,,,,,,,,,,,636.0,25.0,326.0,112.0
1998-D023,Davis Cup G1 PO: KOR vs CHN,Hard,4,D,19980717,5,102703,,,Hyung Taik Lee,R,180.0,KOR,22.5,102307,,,Ling Lu,R,,CHN,24.4,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,388.0,85.0,1160.0,4.0
1998-D055,Davis Cup G1 PO: LIB vs INA,Hard,4,D,19980717,1,102448,,,Ali Hamadeh,R,,LIB,23.8,102832,,,Andrian Raturandang,R,,INA,21.9,7-6(6) 6-3 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,925.0,9.0,498.0,49.0
1998-D055,Davis Cup G1 PO: LIB vs INA,Hard,4,D,19980717,2,102812,,,Jicham Zaatini,R,,LIB,22.0,103504,,,Febi Widhiyanto,R,,INA,18.4,6-4 3-6 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,558.0,37.0,1046.0,5.0
