player_name,date,player_hard_elo
Adrian Menendez Maceiras,2017-09-25,1482.150231892827
Adrian Menendez Maceiras,2018-02-12,1504.8841702970049
Adrian Menendez Maceiras,2018-02-12,1518.2314094754975
Adrian Menendez Maceiras,2018-09-17,1511.6879192462998
Adrian Menendez Maceiras,2019-02-04,1503.0280750006307
Adrian Menendez Maceiras,2019-02-11,1484.2730999676012
Adrian Ungur,2012-08-27,1484.2281503379952
Adrian Ungur,2013-01-14,1466.1058695410118
Adrian Ungur,2013-02-01,1484.0436271804958
Adrian Ungur,2013-02-04,1492.5697554350702
Adrian Ungur,2013-04-05,1465.5419690909391
Adrian Ungur,2013-08-26,1461.564616545227
Adrian Ungur,2014-01-31,1451.9856354209348
Adrian Ungur,2014-02-24,1443.8492497099046
Adrian Ungur,2015-03-06,1478.9455884587326
Adrian Ungur,2016-03-04,1495.8533548947958
Adrian Ungur,2016-03-04,1478.7497236620568
Adrian Ungur,2016-07-15,1475.7379550666285
Adrian Ungur,2017-02-03,1480.5696774263677
Adrian Ungur,2017-02-03,1468.7083814965258
Adrian Ungur,2018-04-07,1485.8184544316337
Adrian Voinea,1998-02-02,1513.869911281273
Adrian Voinea,1998-02-02,1497.8683843421882
Adrian Voinea,1998-08-17,1512.00764719096
Adrian Voinea,1998-08-17,1498.2338863898076
Adrian Voinea,1998-08-24,1482.5539845871347
Adrian Voinea,1998-08-31,1496.6647795877866
Adrian Voinea,1998-08-31,1504.1466733383115
Adrian Voinea,1999-01-04,1487.0069204386054
Adrian Voinea,1999-01-11,1502.1802493874131
Adrian Voinea,1999-01-11,1489.7806280152006
Adrian Voinea,1999-01-18,1473.5700228257977
Adrian Voinea,1999-02-01,1457.5008410191174
Adrian Voinea,1999-03-15,1475.4275138275539
Adrian Voinea,1999-03-15,1467.1681607549067
Adrian Voinea,1999-08-16,1452.6125846893246
Adrian Voinea,2000-01-03,1451.3750054015186
Adrian Voinea,2000-01-10,1497.216651233687
Adrian Voinea,2000-01-10,1488.92867361315
Adrian Voinea,2000-01-17,1453.9727647755124
Adrian Voinea,2000-01-17,1465.1369039680617
Adrian Voinea,2000-02-07,1430.0370614268263
Adrian Voinea,2000-02-14,1476.4161677371283
Adrian Voinea,2000-02-21,1470.9776749611638
Adrian Voinea,2000-02-28,1442.51697400881
Adrian Voinea,2000-08-14,1456.76849105769
Adrian Voinea,2000-08-28,1447.8389549299995
Adrian Voinea,2000-08-28,1438.8009990478874
Adrian Voinea,2000-11-20,1472.783999995964
Adrian Voinea,2000-11-20,1457.4012915591188
Adrian Voinea,2001-01-01,1499.1604345905844
Adrian Voinea,2001-01-01,1486.9440455798876
Adrian Voinea,2001-01-15,1457.3117229140569
Adrian Voinea,2001-02-19,1475.0991561756061
Adrian Voinea,2001-02-19,1461.1488087785158
Adrian Voinea,2001-03-05,1467.4158525491048
Adrian Voinea,2001-08-13,1480.8451451697738
Adrian Voinea,2001-08-13,1474.6475036723325
Adrian Voinea,2001-10-08,1469.5997625610744
Adrian Voinea,2001-10-08,1460.4216165061976
Adrian Voinea,2002-01-14,1511.7379758091379
Adrian Voinea,2002-01-14,1535.8737006782558
Adrian Voinea,2002-02-11,1513.3045039728786
Adrian Voinea,2002-02-25,1507.7873547720678
Adrian Voinea,2002-03-18,1525.2344010623679
Adrian Voinea,2002-03-18,1537.7821516425718
Adrian Voinea,2002-08-12,1519.8774167165277
